beer_name,brand,brewery,style,abv,calories,size,package_type,karnataka_price_min,karnataka_price_max,karnataka_price_observations_json,gtin,barcode,image_url,manufacturer_url,sources,confidence_score,last_verified_note
Toit Tint-In-Wit,Toit,,Belgian Witbier,4.6%,,,,,,[],,,,https://toit.in/beer/toit-tint-in-wit/,"Multi-source: Simba (simbabeer.com), Geist Brewing (geist.in), Toit (toit.in), Arbor Brewing Company India (arborbrewing.in)",Medium,"TAPROOM/ON-PREMISE BEER, NOT A CONFIRMED PACKAGED RETAIL SKU. VERIFIED via direct fetch of raw HTML at https://toit.in/beer/toit-tint-in-wit/ (2026-08-05): ABV 4.6% confirmed in page text. The site's boilerplate footer on every beer page states 'Toit beer is available in our partner bars and at an MRP store near you' with generic 'Partner Bars' / 'MRP Stores' buttons — this is a general brand-level claim, not a per-SKU confirmation, and no package size (can/bottle/ml), no MRP figure, and no Karnataka-specific distribution confirmation appears on the page. Per instructions, package size/MRP are omitted as unverifiable; this is flagged as ambiguous between taproom-served and packaged retail — treat with caution."
Toit Nitro Stout,Toit,,Dry Stout,4.5%,,,"Bottle (for this variant specifically, per site text: 'also comes in bottles')",,,[],,,,https://toit.in/beer/toit-nitro-stout/,"Multi-source: Simba (simbabeer.com), Geist Brewing (geist.in), Toit (toit.in), Arbor Brewing Company India (arborbrewing.in)",Medium,"VERIFIED via direct fetch of raw HTML at https://toit.in/beer/toit-nitro-stout/ (2026-08-05): ABV 4.5% confirmed; page explicitly states 'The Nitro Stout also comes in bottles, so make sure you check out the video below to know how to pour it just the right way' — this is the only Toit beer where bottled packaging is explicitly confirmed in text (others show generic 'Partner Bars/MRP Stores' language only). No specific bottle size (ml) or MRP is given, so these are omitted. Not confirmed whether the bottled format is sold as off-premise retail with a fixed Karnataka MRP or only used for on-premise/growler-style service."
Toit Basmati Blonde,Toit,,Blonde Ale,4.6%,,,,,,[],,,,https://toit.in/beer/toit-basmati-blonde/,"Multi-source: Simba (simbabeer.com), Geist Brewing (geist.in), Toit (toit.in), Arbor Brewing Company India (arborbrewing.in)",Low,"TAPROOM-LEANING / UNCONFIRMED RETAIL STATUS. VERIFIED ABV 4.6% via direct fetch of raw HTML (2026-08-05). No package size, no MRP, and no explicit bottling confirmation found on page (unlike Nitro Stout). Should be treated as brewpub/taproom-associated unless a dedicated packaged SKU with MRP can be confirmed elsewhere."
Toit Hefeweizen,Toit,,Bavarian Hefeweizen,4.9%,,,,,,[],,,,https://toit.in/beer/toit-hefeweizen/,"Multi-source: Simba (simbabeer.com), Geist Brewing (geist.in), Toit (toit.in), Arbor Brewing Company India (arborbrewing.in)",Low,"TAPROOM-LEANING / UNCONFIRMED RETAIL STATUS. VERIFIED ABV 4.9% via direct fetch of raw HTML (2026-08-05). No package size, no MRP, no bottling confirmation on page."
Toit India Pale Ale,Toit,,English Pale Ale (Bitter),5.0%,,,,,,[],,,,https://toit.in/beer/toit-india-pale-ale/,"Multi-source: Simba (simbabeer.com), Geist Brewing (geist.in), Toit (toit.in), Arbor Brewing Company India (arborbrewing.in)",Low,"TAPROOM-LEANING / UNCONFIRMED RETAIL STATUS. VERIFIED ABV 5.0% via direct fetch of raw HTML (2026-08-05). No package size, no MRP, no bottling confirmation on page."
Toit Red Ale,Toit,,Irish Red Ale,5.0%,,,,,,[],,,,https://toit.in/beer/toit-red-ale/,"Multi-source: Simba (simbabeer.com), Geist Brewing (geist.in), Toit (toit.in), Arbor Brewing Company India (arborbrewing.in)",Low,"TAPROOM-LEANING / UNCONFIRMED RETAIL STATUS. VERIFIED ABV 5.0% via direct fetch of raw HTML (2026-08-05). No package size, no MRP, no bottling confirmation on page."
Banger Lager (Toit),Toit,,Bohemian-style Lager (with ragi/finger millet),4.5%,,,,,,[],,,,https://toit.in/beer/banger-lager/,"Multi-source: Simba (simbabeer.com), Geist Brewing (geist.in), Toit (toit.in), Arbor Brewing Company India (arborbrewing.in)",Low,"TAPROOM-LEANING / UNCONFIRMED RETAIL STATUS. VERIFIED ABV 4.5% via direct fetch of raw HTML (2026-08-05). No package size, no MRP, no bottling confirmation on page."
Bangalore Bliss Hefeweizen,Arbor Brewing Company,Arbor Brewing Company India,Hefeweizen (Wheat Beer),5.5%,,,Can,,,[],,,,https://www.arborbrewing.in,"Multi-source: Simba (simbabeer.com), Geist Brewing (geist.in), Toit (toit.in), Arbor Brewing Company India (arborbrewing.in)",High,"NOT A KARNATAKA RETAIL SKU — flagging per instructions. VERIFIED via direct fetch of raw HTML at https://www.arborbrewing.in (2026-08-05): homepage explicitly states 'Fresh Craft Beer in Cans — Retailing only across Goa' and lists 'Bangalore Bliss Hefeweizen 5.5%' under that heading, with 'Scan or click QR Code to find a store/bar close to you to pick up our cans... Buy in Goa'. This SKU IS a packaged retail can, but it is explicitly NOT sold retail in Karnataka — it is only served on-tap/on-premise in the Bangalore (Karnataka) taproom ('Beers on Tap in Bangalore' section separately lists this brewery's Bangalore-only draft lineup: Idaho 7 Lager, Watermelon Dandy, Mango Maibock, Bangalore Bliss, Michael Faricy Stout, Smooth Criminal, Raging Elephant, Beach Shack — all draft/on-tap only, no ABV/size discrepancy noted for on-tap Bangalore Bliss at 5.5%). Do not include as a Karnataka retail SKU per ValueBrew's requirement; included here only to make the taproom-vs-retail distinction explicit and prevent it being missed as 'available in Karnataka.'"
Beach Shack IPA,Arbor Brewing Company,Arbor Brewing Company India,American India Pale Ale,6%,,,Can,,,[],,,,https://www.arborbrewing.in,"Multi-source: Simba (simbabeer.com), Geist Brewing (geist.in), Toit (toit.in), Arbor Brewing Company India (arborbrewing.in)",High,"NOT A KARNATAKA RETAIL SKU — flagging per instructions. VERIFIED via direct fetch of raw HTML at https://www.arborbrewing.in (2026-08-05): listed under 'Fresh Craft Beer in Cans — Retailing only across Goa', ABV 6% stated in page text. Same beer name also appears in the separate 'Beers on Tap in Bangalore' list (Beach Shack, 6% ABV | 55 IBU) as a draft-only offering at the Bangalore taproom. The canned/retail version is Goa-only, not Karnataka; the Bangalore/Karnataka version is on-tap/taproom-only, not a packaged retail SKU with MRP. Excluded from ValueBrew's Karnataka retail-SKU set; listed here to document the taproom vs. retail distinction."
Kingfisher Premium Bottle,United Breweries,United Breweries,,,,650 ml,Bottle,110.0,110.0,"[{""value"": ""₹110.00"", ""source"": ""Madhuloka (Karnataka liquor retail chain, CL5-licensed) — madhuloka.com online shop, Beer category"", ""source_url"": ""https://www.madhuloka.com/shop/category/beer-3"", ""confidence"": ""High""}]",,,,https://www.madhuloka.com/shop/m000008-kf-premium-bottle-3842?category=3,"Madhuloka (Karnataka liquor retail chain, CL5-licensed) — madhuloka.com online shop, Beer category",High,"Verified by direct fetch of product page on 2026-08-05; price and size shown on page. Note: site labels this as retail selling price on Madhuloka's own e-commerce listing, not an official KSBCL/government MRP list, so treat 'karnataka_mrp' as the listed shop price, not confirmed statutory MRP."
Kingfisher Premium Pint,United Breweries,United Breweries,,,,Unverified (listed as 'Pint' — exact ml not confirmed),Bottle (Pint/small),60.0,60.0,"[{""value"": ""₹60.00"", ""source"": ""Madhuloka (Karnataka liquor retail chain, CL5-licensed) — madhuloka.com online shop, Beer category"", ""source_url"": ""https://www.madhuloka.com/shop/category/beer-3"", ""confidence"": ""Medium""}]",,,,https://www.madhuloka.com/shop/category/beer-3/page/2,"Madhuloka (Karnataka liquor retail chain, CL5-licensed) — madhuloka.com online shop, Beer category",Medium,"Price and name verified from category listing page text; individual product detail page was not opened, so exact size (ml) is unverified."
Kingfisher Premium Tin,United Breweries,United Breweries,,,,Unverified,Can/Tin,80.0,80.0,"[{""value"": ""₹80.00"", ""source"": ""Madhuloka (Karnataka liquor retail chain, CL5-licensed) — madhuloka.com online shop, Beer category"", ""source_url"": ""https://www.madhuloka.com/shop/category/beer-3"", ""confidence"": ""Medium""}]",,,,https://www.madhuloka.com/shop/category/beer-3/page/2,"Madhuloka (Karnataka liquor retail chain, CL5-licensed) — madhuloka.com online shop, Beer category",Medium,Price seen on category listing page only; size not opened/confirmed on product detail page.
KF Ultra Max,United Breweries,United Breweries,,,,Unverified,Bottle/Can (unclear which),245.0,245.0,"[{""value"": ""₹245.00"", ""source"": ""Madhuloka (Karnataka liquor retail chain, CL5-licensed) — madhuloka.com online shop, Beer category"", ""source_url"": ""https://www.madhuloka.com/shop/category/beer-3"", ""confidence"": ""Medium""}]",,,,https://www.madhuloka.com/shop/category/beer-3,"Madhuloka (Karnataka liquor retail chain, CL5-licensed) — madhuloka.com online shop, Beer category",Medium,Price/name from category listing page text; product detail page not opened for this specific SKU.
KF Strong Tin,United Breweries,United Breweries,,,,500 ml,Can/Tin,140.0,140.0,"[{""value"": ""₹140.00"", ""source"": ""Madhuloka (Karnataka liquor retail chain, CL5-licensed) — madhuloka.com online shop, Beer category"", ""source_url"": ""https://www.madhuloka.com/shop/category/beer-3"", ""confidence"": ""High""}]",,,,https://www.madhuloka.com/shop/m000014-kf-strong-tin-3851?page=2&category=3,"Madhuloka (Karnataka liquor retail chain, CL5-licensed) — madhuloka.com online shop, Beer category",High,Verified via direct fetch of product detail page; price and size both shown on the page.
Haywards 5000,Ab InBev,Ab InBev (formerly SABMiller),,,,650 ml,Bottle,145.0,145.0,"[{""value"": ""₹145.00"", ""source"": ""Madhuloka (Karnataka liquor retail chain, CL5-licensed) — madhuloka.com online shop, Beer category"", ""source_url"": ""https://www.madhuloka.com/shop/category/beer-3"", ""confidence"": ""High""}]",,,,https://www.madhuloka.com/shop/m000042-haywards-5000-3256?category=3,"Madhuloka (Karnataka liquor retail chain, CL5-licensed) — madhuloka.com online shop, Beer category",High,"Verified via direct fetch of product detail page; description, price ₹145.00 and size 650 ml both shown on the page. Product page attributes brand to 'Ab Inbev'."
Budweiser Premium Bottle,Ab InBev,Ab InBev,,,,650 ml,Bottle,205.0,205.0,"[{""value"": ""₹205.00"", ""source"": ""Madhuloka (Karnataka liquor retail chain, CL5-licensed) — madhuloka.com online shop, Beer category"", ""source_url"": ""https://www.madhuloka.com/shop/category/beer-3"", ""confidence"": ""High""}]",,,,https://www.madhuloka.com/shop/m000035-budweiser-premium-bottle-3376?category=3,"Madhuloka (Karnataka liquor retail chain, CL5-licensed) — madhuloka.com online shop, Beer category",High,Verified via direct fetch of product detail page.
Budweiser Magnum Bottle,Ab InBev,Ab InBev,,,,650 ml,Bottle,250.0,250.0,"[{""value"": ""₹250.00"", ""source"": ""Madhuloka (Karnataka liquor retail chain, CL5-licensed) — madhuloka.com online shop, Beer category"", ""source_url"": ""https://www.madhuloka.com/shop/category/beer-3"", ""confidence"": ""High""}]",,,,https://www.madhuloka.com/shop/m000039-budweiser-magnum-bottle-3373?category=3,"Madhuloka (Karnataka liquor retail chain, CL5-licensed) — madhuloka.com online shop, Beer category",High,Verified via direct fetch of product detail page.
Knock Out Bottle,Ab InBev,Ab InBev,,,,650 ml,Bottle,175.0,175.0,"[{""value"": ""₹175.00"", ""source"": ""Madhuloka (Karnataka liquor retail chain, CL5-licensed) — madhuloka.com online shop, Beer category"", ""source_url"": ""https://www.madhuloka.com/shop/category/beer-3"", ""confidence"": ""High""}]",,,,https://www.madhuloka.com/shop/m000045-knock-out-bottle-3874?category=3,"Madhuloka (Karnataka liquor retail chain, CL5-licensed) — madhuloka.com online shop, Beer category",High,Verified via direct fetch of product detail page.
Hoegaarden Rosee Tin,Ab InBev,Ab InBev,,,,500 ml,Can/Tin,140.0,140.0,"[{""value"": ""₹140.00"", ""source"": ""Madhuloka (Karnataka liquor retail chain, CL5-licensed) — madhuloka.com online shop, Beer category"", ""source_url"": ""https://www.madhuloka.com/shop/category/beer-3"", ""confidence"": ""High""}]",,,,https://www.madhuloka.com/shop/m000061-hoegaarden-rosee-tin-3728?category=3,"Madhuloka (Karnataka liquor retail chain, CL5-licensed) — madhuloka.com online shop, Beer category",High,Verified via direct fetch of product detail page.
Simba Roar Strong,Sona Beverages,Sona Beverages,,,,500 ml,Can/Bottle (unclear),135.0,135.0,"[{""value"": ""₹135.00"", ""source"": ""Madhuloka (Karnataka liquor retail chain, CL5-licensed) — madhuloka.com online shop, Beer category"", ""source_url"": ""https://www.madhuloka.com/shop/category/beer-3"", ""confidence"": ""High""}]",,,,https://www.madhuloka.com/shop/m000056-simba-roar-strong-4380?category=3,"Madhuloka (Karnataka liquor retail chain, CL5-licensed) — madhuloka.com online shop, Beer category",High,Verified via direct fetch of product detail page; brand listed as 'Sona Beverages'.
UB Premium Bottle,United Breweries,United Breweries,,,,650 ml,Bottle,135.0,135.0,"[{""value"": ""₹135.00"", ""source"": ""Madhuloka (Karnataka liquor retail chain, CL5-licensed) — madhuloka.com online shop, Beer category"", ""source_url"": ""https://www.madhuloka.com/shop/category/beer-3"", ""confidence"": ""High""}]",,,,https://www.madhuloka.com/shop/m000031-ub-premium-bottle-4594?page=2&category=3,"Madhuloka (Karnataka liquor retail chain, CL5-licensed) — madhuloka.com online shop, Beer category",High,Verified via direct fetch of product detail page.
Carlsberg Miracle Can 500,Carlsberg,Carlsberg,,,,"500 ml (from product name, not independently confirmed on detail page)",Can,185.0,185.0,"[{""value"": ""₹185.00"", ""source"": ""Madhuloka (Karnataka liquor retail chain, CL5-licensed) — madhuloka.com online shop, Beer category"", ""source_url"": ""https://www.madhuloka.com/shop/category/beer-3"", ""confidence"": ""Medium""}]",,,,https://www.madhuloka.com/shop/category/beer-3,"Madhuloka (Karnataka liquor retail chain, CL5-licensed) — madhuloka.com online shop, Beer category",Medium,Price/name seen on category listing page text; product detail page was not separately opened to confirm size field.
Heineken Silver,Heineken,Heineken,,,,"Unverified — multiple listings at ₹120.00, ₹155.00, ₹195.00 suggest different sizes but not confirmed","Unknown (listing shows 3 separate price points, likely different pack sizes: pint/bottle/tin)",120.0,120.0,"[{""value"": ""₹120.00 / ₹155.00 / ₹195.00 (three separate SKUs on listing page)"", ""source"": ""Madhuloka (Karnataka liquor retail chain, CL5-licensed) — madhuloka.com online shop, Beer category"", ""source_url"": ""https://www.madhuloka.com/shop/category/beer-3"", ""confidence"": ""Low""}]",,,,https://www.madhuloka.com/shop/category/beer-3,"Madhuloka (Karnataka liquor retail chain, CL5-licensed) — madhuloka.com online shop, Beer category",Low,Three 'Heineken Silver' entries with different prices appeared on the category page; likely different pack sizes but this was not confirmed by opening each product detail page.
Tuborg Green Bottle,Carlsberg (Tuborg),Carlsberg,,,,Unverified,Bottle,145.0,145.0,"[{""value"": ""₹145.00"", ""source"": ""Madhuloka (Karnataka liquor retail chain, CL5-licensed) — madhuloka.com online shop, Beer category"", ""source_url"": ""https://www.madhuloka.com/shop/category/beer-3"", ""confidence"": ""Medium""}]",,,,https://www.madhuloka.com/shop/category/beer-3/page/2,"Madhuloka (Karnataka liquor retail chain, CL5-licensed) — madhuloka.com online shop, Beer category",Medium,Price/name from category listing page text only; detail page not opened.
Guinness Tin,Guinness (Diageo),Diageo,,,,Unverified,Can/Tin,535.0,535.0,"[{""value"": ""₹535.00"", ""source"": ""Madhuloka (Karnataka liquor retail chain, CL5-licensed) — madhuloka.com online shop, Beer category"", ""source_url"": ""https://www.madhuloka.com/shop/category/beer-3"", ""confidence"": ""Medium""}]",,,,https://www.madhuloka.com/shop/category/beer-3/page/2,"Madhuloka (Karnataka liquor retail chain, CL5-licensed) — madhuloka.com online shop, Beer category",Medium,Price/name from category listing page text only; detail page not opened.
Kingfisher Beer,Kingfisher,,,,,650ml,,,,[],8905002180007,8905002180007,https://images.openfoodfacts.org/images/products/890/500/218/0007/front_en.4.400.jpg,,Open Food Facts (world.openfoodfacts.org),Medium,"VERIFIED by direct GET to https://world.openfoodfacts.org/api/v2/product/8905002180007.json (product/8905002180007) on 2026-08-05. Fields observed: product_name='Kingfisher Beer', brands='Kingfisher', quantity='650ml', categories_tags include en:beers/en:lagers, countries_tags=en:india. No ABV or calorie/nutriment data present on the page (nutriments block only has an added-sugars=0 entry, no energy/alcohol). Barcode prefix 890 is the India GS1 country-code range, consistent with an Indian SKU."
Kingfisher Ultra,Kingfisher (brand field on record is blank; inferred from product_name text 'Kingfisher ultra'),,,,,,,,,[],8905002026015,8905002026015,https://images.openfoodfacts.org/images/products/890/500/202/6015/front_fr.3.400.jpg,,Open Food Facts (world.openfoodfacts.org),Low,"VERIFIED by direct GET to https://world.openfoodfacts.org/api/v2/product/8905002026015.json on 2026-08-05. product_name='Kingfisher ultra', categories_tags include en:beers/en:lagers, countries_tags=en:india, but the 'brands' field is empty/absent and no quantity, ABV, or energy data is populated — so brand attribution is inference from the free-text name, not a structured field. Only sugars/saturated-fat=0 nutriments present, no alcohol/energy."
Kingfisher (unlabeled beer entry),kingfisher,,,,,,,,,[],8905002004020,8905002004020,https://images.openfoodfacts.org/images/products/890/500/200/4020/front_en.4.400.jpg,,Open Food Facts (world.openfoodfacts.org),Low,"VERIFIED by direct GET to https://world.openfoodfacts.org/api/v2/product/8905002004020.json on 2026-08-05. product_name is literally 'beer' (generic, low-quality crowdsourced entry), brands='kingfisher', countries_tags=en:india. No size, ABV, or nutriment data at all. Included only because brand + country + barcode prefix are consistent with a real Kingfisher India SKU; the specific variant cannot be identified."
Tuborg Strong Beer,Tuborg,,,,,500 ml,,,,[],8906018940104,8906018940104,https://images.openfoodfacts.org/images/products/890/601/894/0104/front_en.3.400.jpg,,Open Food Facts (world.openfoodfacts.org),Medium,"VERIFIED by direct GET to https://world.openfoodfacts.org/api/v2/product/8906018940104.json on 2026-08-05. product_name='Tuborg Strong Beer', brands='Tuborg', quantity='500 ml', countries_tags=en:india, categories_tags include en:beers. No ABV/calorie/nutriment fields present."
Tuborg (unlabeled entry #1),unknown (brands field empty on record),,,,,,,,,[],8906018940081,8906018940081,https://images.openfoodfacts.org/images/products/890/601/894/0081/front_fr.3.400.jpg,,Open Food Facts (world.openfoodfacts.org),Low,"VERIFIED by direct GET to https://world.openfoodfacts.org/api/v2/product/8906018940081.json on 2026-08-05. product_name='Tuborg', countries_tags=en:india, categories_tags include en:beers, but 'brands' field is empty and there is no size/ABV/calorie data. Product identity beyond 'Tuborg-branded, India' cannot be confirmed."
"Tuborg (unlabeled entry #2, generic 'beer')",tuborg,,,,,,,,,[],8906018944348,8906018944348,https://images.openfoodfacts.org/images/products/890/601/894/4348/front_en.3.400.jpg,,Open Food Facts (world.openfoodfacts.org),Low,"VERIFIED by direct GET to https://world.openfoodfacts.org/api/v2/product/8906018944348.json on 2026-08-05. product_name is literally 'beer', brands='tuborg', countries_tags=en:india. No size, ABV, or nutriment data. Low-quality crowdsourced entry."
Budweiser (India) — entry with corrupted product_name 'P',Budweiser,,,,,,,,,[],8902246004984,8902246004984,https://images.openfoodfacts.org/images/products/890/224/600/4984/front_en.9.400.jpg,,Open Food Facts (world.openfoodfacts.org),Low,"VERIFIED by direct GET to https://world.openfoodfacts.org/api/v2/product/8902246004984.json on 2026-08-05. brands='Budweiser', countries_tags=en:india, but product_name field literally contains just the single character 'P' — an apparent data-entry error/truncation, not a real product name. No size, ABV, or nutriment data. Barcode prefix 890 = India GS1 range."
Budweiser Lager,Budweiser (inferred from product_name text; 'brands' field absent on record),,,,,650 ml,,,,[],8902246000597,8902246000597,https://images.openfoodfacts.org/images/products/890/224/600/0597/front_en.5.400.jpg,,Open Food Facts (world.openfoodfacts.org),Medium,"VERIFIED by direct GET to https://world.openfoodfacts.org/api/v2/product/8902246000597.json on 2026-08-05. product_name='Budweiser lager', quantity='650 ml', countries_tags=en:india, ecoscore_tags=['d']. 'brands' structured field is empty (brand inferred from the name text). No ABV/calorie data present."
Bira — product listed as 'Boom' (unverified variant name),Bira,,,,,,,,,[],8908005126324,8908005126324,https://images.openfoodfacts.org/images/products/890/800/512/6324/front_en.4.400.jpg,,Open Food Facts (world.openfoodfacts.org),Low,"VERIFIED by direct GET to https://world.openfoodfacts.org/api/v2/product/8908005126324.json on 2026-08-05. brands='Bira', product_name='Boom', countries_tags=en:india, categories_tags include en:beers. I could not independently confirm that Bira91 sells a product literally named 'Boom' — this may be a mislabeled/incomplete crowdsourced entry. No size, ABV, or nutriment data. Flagging low confidence on the product-name field specifically; brand+country+barcode are more credible."
Haywards 5000 (inferred from product_name 'haywards' + quantity '5000'),"listed brand field is 'the originl' (likely a garbled/typo'd data entry, possibly intended as 'The Original')",,Strong beer (categories_tags include en:strong-beers),,,,,,,[],8902246004656,8902246004656,,,Open Food Facts (world.openfoodfacts.org),Low,"VERIFIED by direct GET to https://world.openfoodfacts.org/api/v2/product/8902246004656.json on 2026-08-05. product_name='haywards', quantity field literally '5000' (not a real unit — likely someone entered the product line number '5000' from 'Haywards 5000' into the quantity field), brands='the originl', countries_tags=en:india, ecoscore_tags=['d'], labels_tags=['en:9004712564'] (an unexplained numeric label, possibly a duplicate/other barcode — not verified). No image, no ABV/calorie data. This is a plausible but not confidently confirmed match to the well-known 'Haywards 5000' strong beer sold by AB InBev/SAB Miller in India — treat the specific SKU identity as inference, not confirmed fact."
Yavira (brand: Kimaya Himalayan Beverages),Kimaya Himalayan Beverages,,,,,500 ml,,,,[],8906113870139,8906113870139,https://images.openfoodfacts.org/images/products/890/611/387/0139/front_en.13.400.jpg,,Open Food Facts (world.openfoodfacts.org),Low,"VERIFIED by direct GET to https://world.openfoodfacts.org/api/v2/product/8906113870139.json on 2026-08-05. product_name='yavira', brands='Kimaya Himalayan Beverages', quantity='500 ml', countries_tags=en:india, categories_tags include en:beers, labels_tags include en:vegetarian and en:green-dot-india. Kimaya Himalayan Beverages is a real Himachal Pradesh brewery, but I could not independently confirm 'Yavira' as one of its actual marketed beer names — flagging as unverified beyond what's on this OFF page. No ABV/calorie data."
